Dataset,Station,Lat,Long,Elev,HFI,Water,Forest,NPP,d.Road,d.River,EdgeDens,PatchDens,DisjCore
RDSA,RDSA50,-2.43924,-64.56306,61.66263603,1,0,99.77,145,104374.16,965.4115722,0,1,1
RDSA,RDSAEX1,-2.46682,-64.63371,54.42475728,1,0,99.84,142,100404.5904,288.79971,0,1,1
RDSA,RDSAEX2,-2.44058,-64.65104,62.1968599,1,0,99.72,142,103157.8891,2046.725281,0,1,1
RDSA,RDSAEX3,-2.46171,-64.65413,61.29191797,1,0,99.84,142,100804.6894,995.4157335,0,1,1
RDSA,RDSAEX4,-2.44193,-64.68665,65.27677497,1,0,99.59,142,102836.8826,4027.611023,0,1,1
RDSA,RDSAEX5,-2.53518,-64.62457,62.85800971,1,0,99.83,136,92971.23892,4633.946768,0,1,1
RDSA,RDSAEX6,-2.50436,-64.62861,63.60822249,1,0,99.83,136,96319.64156,2831.879599,0,1,1
RDSA,RDSAEX7,-2.51202,-64.64535,63.65898058,1,0,99.74,136,95319.96971,3385.459525,0,1,1
RDSA,RDSAEX8,-2.5061,-64.57435,59.47051745,1,0,99.69,147,96875.75096,674.8340959,0,1,1
RDSA,RDSAEX9,-2.45737,-64.59876,63.04750305,1,0,99.88,145,101840.4793,1721.530356,0,1,1
RDSA,RDSAEX10,-2.47602,-64.59741,55.87257282,1,0,99.34,145,99812.09043,419.7372875,0,1,1
RDSA,RDSAEX11,-2.52329,-64.59693,59.42270531,1,0,99.71,147,94634.94348,1645.828808,0,1,1
RDSA,RDSAEX12,-2.44707,-64.61614,56.69036145,1,0,99.79,142,102759.0067,343.0538531,0,1,1
RDSA,RDSAEX13,-2.4422,-64.5852,63.37801932,1,0,99.6,145,103695.3474,1873.144015,0,1,1
RDSA,RDSAEX14,-2.45762,-64.5695,59.39782346,1,0,99.73,145,102255.8758,214.4503201,0,1,1
EES,CTES01,-8.871821,-63.237151,105.2407186,9,0,99.96,141,4801.753028,4179.927492,1.63,0.99,0.99
EES,CTES02,-8.908407,-63.23574,120.4988038,5,0,98.32,138,2650.977907,2528.821608,10.63,0.99,0.99
EES,CTES03,-8.914463,-63.251175,122.5202381,2,0,99.33,138,3807.060795,1384.444678,7.9,0.99,0.99
EES,CTES04,-8.938745,-63.233101,100.8569726,5,0.51,97.15,138,1775.508547,902.5806365,11.21,1.02,1.02
EES,CTES05,-8.976985,-63.144899,121.4970131,1,0,99.96,152,8679.627306,2417.309479,0,1,1
EES,CTES06,-8.97645,-63.162421,113.2061979,1,0,99.99,152,8195.389052,2755.213941,0,1,1
EES,CTES07,-8.980315,-63.184287,111.5465394,1,0.09,97.45,152,6865.539674,2036.663027,18.54,0.99,0.99
EES,CTES09,-8.966722,-63.235343,98.2297619,5,4.16,79.75,138,4461.343217,1161.79494,44.52,5.08,3.05
EES,CTES11,-8.950726,-63.226699,95.84862932,5,5.29,78.97,138,2472.887716,313.5770525,50.99,1.98,2.97
EES,CTES12,-8.873369,-63.221206,105.5808383,1,0,99.99,141,3165.502533,3020.464794,0,1,1
EES,CTES13,-8.891394,-63.217609,107.8502994,2,0,99.98,141,1848.543941,2706.275814,0,1,1
EES,CTES14,-8.906545,-63.21944,112.2505967,2,0,99.94,138,1190.734209,3666.71922,0,1,1
EES,CTES15,-8.873314,-63.202615,107.7837515,1,0,99.7,141,1381.487416,976.1044385,2.18,0.99,0.99
EES,CTES16,-8.890116,-63.2023,108.3688623,1,0,99.98,141,496.5668811,1074.498031,0,1,1
EES,CTES17,-8.908605,-63.202846,109.2071429,1,0,99.99,138,513.4328616,2518.136038,0,1,1
EES,CTES20,-8.909532,-63.18387,108.8494624,1,0,89.07,152,2361.896455,1516.233873,28.62,0.99,0.99
EES,CTES21,-8.928518,-63.185726,109.1704682,1,0,99.97,152,3233.581081,2606.573721,0,1,1
EES,CTES22,-8.926767,-63.202693,104.6236559,1,0,99.99,138,1513.374509,2827.207978,0,1,1
EES,CTES23,-8.926798,-63.221874,136.9688995,2,0,99.67,138,324.0720837,2338.560368,1.68,1.02,1.02
EES,CTES24,-8.943402,-63.182845,119.7183771,1,0,99.97,152,4318.541556,1000.950684,0,1,1
EES,CTES25,-8.94658,-63.204156,107.0525687,1,0,99.98,138,2577.807193,650.7810286,0,1,1
EES,CTES26,-8.944815,-63.166221,108.2733813,1,0,100,152,5987.348367,765.6059698,0.84,1.02,1.02
EES,CTES27,-8.96065,-63.180442,107.9135654,1,0.02,98.87,152,5555.561081,494.6908786,13.63,0.99,0.99
EES,CTES28,-8.962208,-63.149336,116.302994,1,0,99.87,152,8550.077825,2722.499131,0,1,1
EES,CTES29,-8.943738,-63.149081,101.4407186,1,0,99.81,152,7570.66068,2490.431275,0,1,1
EES,CTES31,-8.927363,-63.169452,109.3835125,1,0,99.99,152,4729.132181,2508.281377,0,1,1
EES,CTES37,-8.963227,-63.204722,102.9940334,1,0,94,138,4101.693653,824.4195256,28.61,0.99,0.99
EES,CTES38,-8.98057,-63.240885,103.4988124,5,0,99.55,138,6109.688028,940.862631,2.24,1.02,1.02
EES,CTES39,-8.981114,-63.1313,133.897497,1,0,99.79,152,8051.759997,1023.999083,0,1,1
EES,CTES40,-8.965853,-63.221765,96.76076555,5,6.42,78.9,138,4037.824687,189.1008307,35.58,1.02,1.02
EES,CTES42,-8.979994,-63.218583,104.5274463,5,0,99.23,138,5599.193881,1319.087003,3.92,1.02,1.02
EES,CTES43,-8.961295,-63.163543,117.0861244,1,0,98.92,152,7139.985182,1467.609597,9.52,1.02,1.02
EES,CTES44,-8.980034,-63.20054,107.2247325,1,1.36,94.99,138,5995.706691,594.6838744,17.92,2.03,1.02
EES,CTES60,-8.859033,-63.246846,97.99640288,5,8.42,69.16,141,6400.945861,4431.744818,29.4,3.05,1.02
EES,CTES61,-8.857319,-63.24082,102.4449761,9,0,99.01,141,5913.439696,5019.794599,11.2,1.02,1.02
EES,CTES62,-8.872671,-63.195867,103.261025,1,0,100,163,766.939403,234.4415993,1.09,0.99,0.99
EES,CTES63,-8.888177,-63.238193,90.33052885,9,12.95,44.36,141,3985.654279,2834.550887,59.65,3.85,4.81
EES,CTES64,-8.934887,-63.211182,111.5526316,2,0.29,96.39,138,1143.112174,1903.795103,20.67,0.96,0.96
EES,CTES65,-8.95008,-63.191971,108.2867384,1,0.02,99.08,152,3837.668056,696.7772004,9.27,0.99,0.99
EES,CTES66,-8.916009,-63.226915,140.7124105,5,0,99.54,138,1391.904834,3152.667428,4.64,0.99,0.99
EES,CTES67,-8.898279,-63.236525,99.3353222,9,8.36,73.75,141,3276.350916,2485.466616,40.89,2.03,3.05
EES,CTCARCACA,-8.953832,-63.168738,105.6248507,1,0.02,97.36,152,6236.697519,482.4147593,15.4,1.02,2.03
CEP,PEC01,-13.328052,-61.957745,161.9823737,0,0,99.05,127,22166.33394,4705.187229,1.1,1,1
CEP,PEC02,-13.336015,-61.976232,164.3329412,0,0,99.97,127,20596.27924,3207.021943,0,1,1
CEP,PEC03,-13.400532,-61.874239,165.5762911,0,0,98.87,124,15678.00952,1756.085976,0,1,1
CEP,PEC04,-13.398672,-61.892351,166.5971731,0,0,99.54,97,15942.99832,3200.535562,0,1,1
CEP,PEC05,-13.420222,-61.886192,167.947121,0,0,99.14,124,13515.07259,1439.346889,0,1,1
CEP,PEC06,-13.423454,-61.908666,167.0754717,0,1.42,93.54,134,13523.49344,818.1856887,23.25,1,1
CEP,PEC07,-13.477111,-61.836568,169.664311,0,0,99.65,124,8530.003925,3131.274331,0,1,1
CEP,PEC08,-13.494269,-61.839595,170.9095182,1,0,99.82,124,6792.917951,3658.171039,0,1,1
CEP,PEC09,-13.480659,-61.861692,170.2927981,4,0,96.59,124,7054.212438,1780.674977,12.36,1,2.01
CEP,PEC10,-13.50243,-61.863907,168.012987,4,0,99.18,133,4684.776524,1027.449505,0,1,1
CEP,PEC11,-13.304233,-62.020189,156.3266509,0,0.11,63.12,139,22980.61467,748.0128204,28.81,2.01,1
CEP,PEC12,-13.322405,-62.015363,164.3384615,0,0.53,92.85,139,21044.84987,634.4634089,24.13,1,1
CEP,PEC13,-13.337222,-61.999239,165.8754407,0,0,95.72,127,19750.83873,1664.123279,24.97,1,3.01
CEP,PEC14,-13.357587,-61.988522,163.5591017,0,3.45,91.07,127,17903.25054,812.2160154,38.98,1.95,1.95
CEP,PEC15,-13.373448,-61.952899,166.8160377,0,1.92,94.93,127,17975.85712,1517.864062,18.74,2.01,2.01
CEP,PEC16,-13.383149,-61.914761,169.9563164,0,0.05,98.37,127,18017.79602,3755.764494,6.88,1,2.01
CEP,PEC17,-13.354292,-61.943432,166.0259434,0,0,99.7,127,20317.31745,3724.49252,0,1,1
CEP,PEC18,-13.368613,-61.902123,164.1696113,0,0,99.68,127,19366.04615,4878.801306,0,1,1
CEP,PEC19,-13.431714,-61.854246,167.144197,0,0,99.21,124,12507.23997,3343.744614,0,1,1
CEP,PEC20,-13.438751,-61.878433,164.1001178,0,0.25,95.98,124,11441.82217,761.8526742,21.41,1,1
CEP,PEC21,-13.245876,-62.09523,158.8247059,0,1.81,92.35,131,29895.82043,1651.291823,43.59,1,1
CEP,PEC22,-13.277738,-62.072257,164.1388235,0,3.29,92.47,131,26012.32326,645.5705064,22.29,2.01,2.01
CEP,PEC36EX,-13.15889,-61.630611,161.4941452,3,1.84,33.29,97,50211.89766,491.9388383,22.81,3.01,3.01
CEP,PEC44EX,-13.097769,-61.518375,174.4864865,4,0,66.1,125,41985.76077,1196.0109,37.96,2.93,2.93
CEP,PEC50,-13.186042,-61.25645,193.0435294,5,0,97.8,99,25522.26267,1828.5477,6.61,1,1
CEP,PEC56,-13.143332,-61.371818,185.2080378,4,0,96.29,114,30633.10432,3291.136414,16.8,1,1
CEP,PEC59,-13.122527,-61.628758,163.716647,4,0,38.74,97,53754.39624,746.326348,51.24,1,4.01
CEP,PEC60,-13.109039,-61.628237,164.8995272,4,0,42.05,97,53278.27607,626.0046441,35.62,2.01,1
CEP,PEC61,-13.165451,-61.673907,171.8854782,1,0,77.74,97,47222.13221,3370.967532,17.04,1,2.01
CEP,PEC66,-13.208754,-61.739573,162.7273796,2,0.05,68.19,81,39852.89579,2035.748889,54.56,7.81,0.98
CEP,PEC69,-13.194477,-61.698435,160.3691038,1,0.01,19.17,97,43146.30227,1835.10776,43.38,4.01,4.01
CEP,PEC76,-13.121262,-61.45486,184.1068075,4,0,87.12,133,36984.34928,1072.725179,36.02,2.01,2.01
GBR,RBG00,-12.549831,-63.435928,152,1,0,100,134,14642.17991,1840.112513,0,1,1
GBR,RBG10,-12.376269,-63.468224,151,1,0,100,130,13950.95055,1012.16927,41.72,1,2.01
GBR,RBG12,-12.394347,-63.458255,148,5,0,99,130,15000.97533,525.61093,38.41,2.01,1
GBR,RBG21,-12.303438,-63.346578,151,2,0,99,150,4250.454601,2081.614849,25.94,1,2.01
GBR,RBG22,-12.29426,-63.315296,159,2,0,99,159,7053.980634,523.1310035,23.94,2.01,1
GBR,RBG23,-12.308763,-63.321249,168,1,0,100,150,6942.20811,2242.223718,0,1,1
GBR,RBG26,-12.334778,-63.325406,176,1,0,97,150,8254.913512,4053.78371,0.82,1,1
GBR,RBG24,-12.322012,-63.314734,183,1,0,100,150,8274.017968,2691.392594,0,1,1
GBR,RBG25,-12.332126,-63.297824,166,1,0,100,142,10426.53909,3093.012947,0,1,1
GBR,RBG27,-12.346984,-63.313226,164,1,0,100,150,10146.50099,2705.872135,0,1,1
GBR,RBG28,-12.347702,-63.287797,159,1,0,99,142,12299.25338,3162.346111,5.49,1,1
GBR,RBG29,-12.314524,-63.336543,166,1,0,99,150,5856.254209,3222.319772,10.16,1,1
GBR,RBG30,-12.301138,-63.244523,165,2,0,98,142,14772.88867,3173.412868,23.64,2.01,2.01
GBR,RBG31,-12.317907,-63.236609,156,1,0,100,142,15984.13153,4281.554421,0,1,1
GBR,RBG32,-12.335155,-63.239459,155,1,0,98,142,16273.88743,2498.598381,3.3,1,1
GBR,RBG33,-12.334878,-63.220402,155,1,0,99,142,18211.5736,2364.74401,0,1,1
GBR,RBG34,-12.317431,-63.25571,161,1,0,100,142,13966.75233,4492.71667,10.68,1,1
GBR,RBG35,-12.326922,-63.276976,167,1,0,97,142,12156.70745,3394.882537,0,1,1
GBR,RBG36,-12.286028,-63.233666,159,2,0,100,160,15806.23815,2446.777117,5.34,0.98,0.98
GBR,RBG37,-12.303103,-63.25502,168,2,0,99,142,13679.58801,2937.674644,7.14,1,1
GBR,RBG38,-12.320746,-63.376997,204,1,0,99,150,4280.334963,1529.410919,31.55,1,1
GBR,RBG39,-12.340336,-63.370823,165,1,0,100,150,6510.684385,2892.733353,0.83,1,1
GBR,RBG40,-12.318994,-63.360404,172,1,0,99,150,4575.327488,2829.373537,6.86,1,1
GBR,RBG41,-12.556786,-63.439165,154,2,0,100,134,14075.59178,996.1599111,0,1,1
GBR,RBG42,-12.540374,-63.431624,149,1,0,100,134,15457.06741,1974.745404,4.55,1.95,0.98
GBR,RBG43,-12.568537,-63.425028,151,2,0,100,134,12283.03058,230.6434333,40.41,1,3.01
GBR,RBG44,-12.550222,-63.414319,150,1,0,98,134,13885.69819,2060.407423,0,1,1
GBR,RBG45,-12.553224,-63.39196,152,1,0,100,135,13207.25009,2315.535235,0,1,1
GBR,RBG46,-12.557167,-63.457458,151,2,0,99,134,14977.89405,832.3724921,17.37,2.01,1
GBR,RBG47,-12.555819,-63.475403,142,2,0,100,134,16205.30027,202.8249709,15.14,1,1
GBR,RBG48,-12.539097,-63.448927,135,1,0,0,134,16297.29255,1549.118574,30.77,0.98,2.93
GBR,RBG54,-12.538747,-63.399795,154,1,0,100,135,14873.581,3143.939136,0,1,1
GBR,RBG60,-12.568403,-63.21356,147,1,0,97,127,21905.37725,1702.883437,69.56,4.13,2.06
GBR,RBG61,-12.568749,-63.232696,151,1,0,100,127,20144.04162,2305.575734,29.08,3.01,1
GBR,RBG63,-12.570261,-63.249634,139,1,6,0,127,18558.22609,2486.171895,70.83,12.04,6.02
GBR,RBG65,-12.55408,-63.24052,140,1,0,0,127,20450.4479,702.6781061,11.73,2.93,0.98
GBR,RBG66,-12.549829,-63.226998,140,1,9,0,127,21887.94915,211.7583171,14.83,5.02,2.01
GBR,RBG67,-12.551489,-63.205205,140,1,0,0,127,23687.52084,1452.976894,0,1,1
GBR,RBG70,-12.535981,-63.230252,155,1,0,100,127,22604.72998,799.6658595,38.66,2.06,2.06
GBR,RBG75,-12.553764,-63.273438,156,1,0,89,127,17875.90975,2109.990605,67.17,3.09,1.03
GBR,RBG80,-12.555822,-63.308208,153,1,0,100,135,15369.21619,2959.392366,21.11,1,1
GBR,RBG81,-12.541601,-63.315,152,1,0,99,135,16355.0604,1965.42726,22.24,2.01,1
GBR,RBG83,-12.56485,-63.264215,147,1,0,100,127,17724.86845,2290.710511,52.78,5.16,2.06
GBR,RBG84,-12.632989,-63.397738,146,1,0,100,152,4572.453159,128.9981834,56.52,3.01,4.01
